date,latitude,longitude,V10M
2020-01-04,12.9716,77.5946,1.1883469745516777
2020-01-04,25.396,68.3578,0.2712235103050868
2020-01-04,26.9124,75.7873,-0.1844424080724517
2020-01-04,25.5941,85.1376,-0.7049279635151228
2020-01-04,33.5651,73.0169,-1.0853791671494644
2020-01-04,21.1702,72.8311,-1.981447731455167
2020-01-04,17.385,78.4867,-1.5746331612269084
2020-01-04,33.6844,73.0479,-1.0853791671494644
2020-01-04,30.1798,66.975,-0.637945699195067
2020-01-04,30.1575,71.5249,-1.848459771523873
2020-01-04,22.3569,91.7832,-1.13702309379975
2020-01-04,24.8607,67.0011,0.050140490134557
2020-01-04,31.5204,74.3587,-0.3837202787399292
2020-01-04,18.5204,73.8567,-1.1389047677318256
2020-01-04,23.8103,90.4125,0.0152118603388468
2020-01-04,28.7041,77.1025,-1.6180240685741107
2020-01-04,34.0151,71.5249,-0.8981322112182776
2020-01-04,27.7172,85.324,0.2404061568280061
2020-01-04,13.0827,80.2707,1.4507320324579875
2020-01-04,19.076,72.8777,-1.409056226412455
2020-01-04,23.0225,72.5714,-1.432418058315913
2020-01-04,6.9271,79.8612,-0.653381235897541
2020-01-04,26.8467,80.9462,-0.4375978000462055
2020-01-04,22.5726,88.3639,-0.8160221216579279
2020-01-04,7.2906,80.6337,-0.4067394410570462
2020-01-05,25.5941,85.1376,-0.7955834803481897
2020-01-05,6.9271,79.8612,-0.8615148011595011
2020-01-05,24.8607,67.0011,0.1333951304356257
2020-01-05,34.0151,71.5249,-1.4639203492552042
2020-01-05,22.3569,91.7832,-0.3749921272198359
2020-01-05,19.076,72.8777,-0.1444330960512161
2020-01-05,13.0827,80.2707,0.2537869761387507
2020-01-05,22.5726,88.3639,-2.85555245478948
2020-01-05,17.385,78.4867,-3.260805537303289
2020-01-05,23.0225,72.5714,-0.3860878081371386
2020-01-05,25.396,68.3578,-0.4660311415791511
2020-01-05,28.7041,77.1025,-1.2895212986816962
2020-01-05,33.5651,73.0169,-1.393506138275067
2020-01-05,7.2906,80.6337,-0.6485631434867779
2020-01-05,27.7172,85.324,0.5006754472851753
2020-01-05,23.8103,90.4125,-1.8236513882875445
2020-01-05,30.1798,66.975,1.8616538867354395
2020-01-05,26.9124,75.7873,1.2170285303145647
2020-01-05,21.1702,72.8311,-0.1798376211275657
2020-01-05,18.5204,73.8567,-0.1875169208894173
2020-01-05,33.6844,73.0479,-1.393506138275067
2020-01-05,30.1575,71.5249,-3.7280093083779016
2020-01-05,12.9716,77.5946,0.4069597699368993
2020-01-05,31.5204,74.3587,-1.9095990682641664
2020-01-05,26.8467,80.9462,-0.5837120246142149
2020-01-06,23.8103,90.4125,-2.750793685515722
2020-01-06,7.2906,80.6337,-1.9021964892745016
2020-01-06,25.396,68.3578,-3.0168611903985343
2020-01-06,17.385,78.4867,0.5557248617211977
2020-01-06,31.5204,74.3587,0.2634471980854869
2020-01-06,22.5726,88.3639,-2.9508465925852456
2020-01-06,13.0827,80.2707,-1.0854017833868663
2020-01-06,25.5941,85.1376,-0.3046554795776804
2020-01-06,30.1575,71.5249,-3.2890830685695014
2020-01-06,19.076,72.8777,0.4550600871443748
2020-01-06,26.9124,75.7873,2.077392339861641
2020-01-06,26.8467,80.9462,0.7643919711311659
2020-01-06,30.1798,66.975,-0.7359494405488173
2020-01-06,21.1702,72.8311,0.6703692314525446
2020-01-06,22.3569,91.7832,-3.307841221491496
2020-01-06,23.0225,72.5714,0.2988393281896909
2020-01-06,27.7172,85.324,0.811544814457496
2020-01-06,33.6844,73.0479,0.587628435343504
2020-01-06,6.9271,79.8612,-3.2833050737778344
2020-01-06,33.5651,73.0169,0.587628435343504
2020-01-06,24.8607,67.0011,-0.8481152082482973
2020-01-06,12.9716,77.5946,1.4397478811442852
2020-01-06,28.7041,77.1025,-0.8288392287989458
2020-01-06,18.5204,73.8567,0.778314990301927
2020-01-06,34.0151,71.5249,-1.2953964198629062
2020-01-07,27.7172,85.324,-0.0714662428945303
2020-01-07,26.9124,75.7873,-0.784666166951259
2020-01-07,19.076,72.8777,0.4687924900402625
2020-01-07,33.6844,73.0479,-0.0737983205666144
2020-01-07,22.5726,88.3639,-1.4773878703514736
2020-01-07,12.9716,77.5946,1.3122754382590454
2020-01-07,25.396,68.3578,-4.191600312789281
2020-01-07,33.5651,73.0169,-0.0737983205666144
2020-01-07,30.1575,71.5249,-0.9320406479140124
2020-01-07,7.2906,80.6337,-2.495189140240351
2020-01-07,34.0151,71.5249,-0.9349652584642172
2020-01-07,28.7041,77.1025,-0.2163474932312965
2020-01-07,23.0225,72.5714,-1.247096508120497
2020-01-07,13.0827,80.2707,-1.385824332634608
2020-01-07,21.1702,72.8311,0.7840374211470286
2020-01-07,26.8467,80.9462,-0.0273318092028299
2020-01-07,23.8103,90.4125,-1.6567339574297268
2020-01-07,18.5204,73.8567,0.8607149496674538
2020-01-07,25.5941,85.1376,0.0689391468962033
2020-01-07,22.3569,91.7832,-1.7723714249829452
2020-01-07,30.1798,66.975,-2.684733850260576
2020-01-07,6.9271,79.8612,-3.628957857688268
2020-01-07,31.5204,74.3587,0.3426073578496774
2020-01-07,24.8607,67.0011,-3.0341295649607978
2020-01-07,17.385,78.4867,2.468769609928131
2020-01-08,23.8103,90.4125,-2.004981532692909
2020-01-08,27.7172,85.324,0.0021935900052388
2020-01-08,33.6844,73.0479,-1.9203262478113172
2020-01-08,31.5204,74.3587,-1.749603142340978
2020-01-08,12.9716,77.5946,1.404176225264867
2020-01-08,24.8607,67.0011,-1.3191659798224766
2020-01-08,18.5204,73.8567,-1.160749927163124
2020-01-08,22.3569,91.7832,-1.9549254179000852
2020-01-08,34.0151,71.5249,-1.1514959434668224
2020-01-08,21.1702,72.8311,-2.976178372899691
2020-01-08,30.1575,71.5249,-2.0428974280754724
2020-01-08,28.7041,77.1025,-1.4726497580607731
2020-01-08,7.2906,80.6337,-3.083283320069313
2020-01-08,30.1798,66.975,-2.819743975996971
2020-01-08,17.385,78.4867,3.6014214605093
2020-01-08,33.5651,73.0169,-1.9203262478113172
2020-01-08,25.396,68.3578,-3.4862758914629617
2020-01-08,6.9271,79.8612,-4.762042889992396
2020-01-08,13.0827,80.2707,-1.757081578175227
2020-01-08,23.0225,72.5714,-3.482878257830938
2020-01-08,26.8467,80.9462,2.1232720712820687
2020-01-08,19.076,72.8777,-2.0320192327102027
2020-01-08,26.9124,75.7873,-3.151538739601771
2020-01-08,25.5941,85.1376,0.5509657810131708
2020-01-08,22.5726,88.3639,-1.2442218611637752
2020-01-09,33.5651,73.0169,-2.327738056580225
2020-01-09,17.385,78.4867,-1.6784231811761856
2020-01-09,26.8467,80.9462,-1.25526262819767
2020-01-09,24.8607,67.0011,-0.7131083011627197
2020-01-09,19.076,72.8777,-1.7463352618118126
2020-01-09,33.6844,73.0479,-2.327738056580225
2020-01-09,27.7172,85.324,0.6274893892308077
2020-01-09,6.9271,79.8612,-3.747840483983358
2020-01-09,31.5204,74.3587,-1.603743185599645
2020-01-09,21.1702,72.8311,-2.0384205877780914
2020-01-09,26.9124,75.7873,-2.9328583975632987
2020-01-09,22.3569,91.7832,-1.0463659813006718
2020-01-09,25.5941,85.1376,-0.7238841851552328
2020-01-09,23.0225,72.5714,-2.237024545669556
2020-01-09,23.8103,90.4125,-1.0606354971726737
2020-01-09,22.5726,88.3639,-2.3869256426890693
2020-01-09,18.5204,73.8567,-0.7860739255944887
2020-01-09,30.1575,71.5249,0.8107380165408055
2020-01-09,30.1798,66.975,0.8460824539264044
2020-01-09,28.7041,77.1025,-2.8048015534877777
2020-01-09,25.396,68.3578,-1.9122308989365893
2020-01-09,7.2906,80.6337,-1.9929309835036595
2020-01-09,34.0151,71.5249,-0.9218975007534028
2020-01-09,13.0827,80.2707,-1.0831193178892136
2020-01-09,12.9716,77.5946,0.9965035816033682
2020-01-10,21.1702,72.8311,-0.1301460663477579
2020-01-10,26.8467,80.9462,-0.2176858180512984
2020-01-10,31.5204,74.3587,-1.6827547019347548
2020-01-10,18.5204,73.8567,0.3180381059646606
2020-01-10,22.3569,91.7832,-2.76727631688118
2020-01-10,23.0225,72.5714,-1.5367287242164214
2020-01-10,13.0827,80.2707,-2.113388881087303
2020-01-10,27.7172,85.324,0.4444066242625316
2020-01-10,24.8607,67.0011,-2.8006422022978463
2020-01-10,17.385,78.4867,-2.874993205070496
2020-01-10,26.9124,75.7873,-1.695964055756728
2020-01-10,6.9271,79.8612,-2.9096815089384718
2020-01-10,34.0151,71.5249,-1.5940237476800878
2020-01-10,12.9716,77.5946,0.423366987456878
2020-01-10,7.2906,80.6337,-1.7421298374732337
2020-01-10,25.396,68.3578,-3.5529717107613883
2020-01-10,28.7041,77.1025,-2.5337965041399
2020-01-10,30.1798,66.975,1.0274319152037303
2020-01-10,19.076,72.8777,0.2178768639763196
2020-01-10,22.5726,88.3639,-3.383334666490555
2020-01-10,30.1575,71.5249,-0.1367167178541422
2020-01-10,23.8103,90.4125,-1.9679293930530548
2020-01-10,25.5941,85.1376,-0.8232147358357906
2020-01-10,33.6844,73.0479,-1.7795621861393254
2020-01-10,33.5651,73.0169,-1.7795621861393254
2020-01-11,26.9124,75.7873,0.5249704172213873
2020-01-11,18.5204,73.8567,0.6003990670045217
2020-01-11,30.1575,71.5249,-0.09497765203317
2020-01-11,27.7172,85.324,0.5519339740276337
2020-01-11,23.0225,72.5714,-0.6109987447659174
2020-01-11,31.5204,74.3587,-1.1323705861965816
2020-01-11,17.385,78.4867,-2.1244357029596963
2020-01-11,6.9271,79.8612,-5.666510899861653
2020-01-11,25.5941,85.1376,-0.8524932414293289
2020-01-11,22.5726,88.3639,-3.38863812883695
2020-01-11,19.076,72.8777,0.732268696029981
2020-01-11,25.396,68.3578,-3.8464285482962928
2020-01-11,7.2906,80.6337,-3.8866697500149407
2020-01-11,26.8467,80.9462,0.6640555510918299
2020-01-11,23.8103,90.4125,-2.399995759129524
2020-01-11,33.5651,73.0169,-0.3075651625792185
2020-01-11,28.7041,77.1025,-1.4021052916844683
2020-01-11,34.0151,71.5249,-0.916188508272171
2020-01-11,33.6844,73.0479,-0.3075651625792185
2020-01-11,30.1798,66.975,2.0044079224268594
2020-01-11,13.0827,80.2707,-3.038072536389033
2020-01-11,22.3569,91.7832,-2.801062857111295
2020-01-11,24.8607,67.0011,-1.7122211058934529
2020-01-11,21.1702,72.8311,0.4071840196847915
2020-01-11,12.9716,77.5946,-0.6798127045234045
2020-01-12,21.1702,72.8311,1.2318431437015531
2020-01-12,24.8607,67.0011,-0.7203796654939651
2020-01-12,26.9124,75.7873,2.212057595451673
2020-01-12,19.076,72.8777,0.1958807297050953
2020-01-12,13.0827,80.2707,-2.2346790532271066
2020-01-12,7.2906,80.6337,-3.5401803453763327
2020-01-12,17.385,78.4867,-2.270135397712389
2020-01-12,30.1575,71.5249,-3.6069871683915458
2020-01-12,28.7041,77.1025,0.972830295562744
2020-01-12,25.5941,85.1376,-0.6150450743734837
2020-01-12,22.3569,91.7832,-2.248062297701836
2020-01-12,12.9716,77.5946,0.2712413469950358
2020-01-12,27.7172,85.324,0.6763272359967232
2020-01-12,33.6844,73.0479,0.6494813083360592
2020-01-12,30.1798,66.975,1.5260364450514317
2020-01-12,18.5204,73.8567,0.1188289299607276
2020-01-12,25.396,68.3578,-3.929416790604592
2020-01-12,22.5726,88.3639,-2.597100724776586
2020-01-12,6.9271,79.8612,-5.423786322275798
2020-01-12,23.8103,90.4125,-2.0340487410624823
2020-01-12,26.8467,80.9462,0.8283270212511221
2020-01-12,33.5651,73.0169,0.6494813083360592
2020-01-12,34.0151,71.5249,-1.36949872225523
2020-01-12,23.0225,72.5714,1.7338980212807655
2020-01-12,31.5204,74.3587,-0.9942990988492966
2020-01-13,34.0151,71.5249,-0.8419958204030991
2020-01-13,27.7172,85.324,0.5435203338662783
2020-01-13,21.1702,72.8311,0.1059345081448555
2020-01-13,30.1798,66.975,-2.914086937904358
2020-01-13,25.396,68.3578,-2.0653892755508423
2020-01-13,17.385,78.4867,-0.1527394702037175
2020-01-13,22.5726,88.3639,-1.7233215471108754
2020-01-13,6.9271,79.8612,-4.447412093480428
2020-01-13,26.9124,75.7873,0.1426350896557172
2020-01-13,25.5941,85.1376,0.3743000651399294
2020-01-13,19.076,72.8777,-1.0766031915942829
2020-01-13,26.8467,80.9462,1.5967811519900958
2020-01-13,23.0225,72.5714,-1.372216170032819
2020-01-13,31.5204,74.3587,0.6976964225371679
2020-01-13,12.9716,77.5946,0.9470396588246028
2020-01-13,23.8103,90.4125,-1.0122111092011137
2020-01-13,13.0827,80.2707,-1.7848348170518875
2020-01-13,28.7041,77.1025,0.2843968371550242
2020-01-13,24.8607,67.0011,-3.0283447355031967
2020-01-13,18.5204,73.8567,-0.9634948745369912
2020-01-13,33.6844,73.0479,2.082313276827336
2020-01-13,30.1575,71.5249,1.9590972842027743
2020-01-13,22.3569,91.7832,-0.9763834749658904
2020-01-13,7.2906,80.6337,-2.6720621834198632
2020-01-13,33.5651,73.0169,2.082313276827336
2020-01-14,33.5651,73.0169,-0.8667714794476827
2020-01-14,18.5204,73.8567,-1.0649259332567451
2020-01-14,30.1798,66.975,-2.1019569089015326
2020-01-14,23.8103,90.4125,-1.137592077255249
2020-01-14,12.9716,77.5946,1.4625615278879802
2020-01-14,27.7172,85.324,0.096798810797433
2020-01-14,21.1702,72.8311,-2.019870529572169
2020-01-14,28.7041,77.1025,-1.617401536554098
2020-01-14,7.2906,80.6337,-2.32077573488156
2020-01-14,25.5941,85.1376,0.1636672889192899
2020-01-14,30.1575,71.5249,-4.32210644086202
2020-01-14,34.0151,71.5249,-1.6944361527760825
2020-01-14,23.0225,72.5714,-2.213101471463839
2020-01-14,6.9271,79.8612,-3.96071728070577
2020-01-14,19.076,72.8777,-2.3499995271364846
2020-01-14,33.6844,73.0479,-0.8667714794476827
2020-01-14,22.5726,88.3639,-1.1879982128739357
2020-01-14,26.9124,75.7873,-1.6075195508698623
2020-01-14,25.396,68.3578,-3.756269872188568
2020-01-14,26.8467,80.9462,-0.7158149887497226
2020-01-14,24.8607,67.0011,-1.4156555247803528
2020-01-14,13.0827,80.2707,-1.0529166137178738
2020-01-14,22.3569,91.7832,-1.1090754854182403
2020-01-14,31.5204,74.3587,-0.6330093642075857
2020-01-14,17.385,78.4867,1.7899236058195431
2020-01-15,26.9124,75.7873,-1.2445789525906246
2020-01-15,28.7041,77.1025,-1.7934948032100997
2020-01-15,27.7172,85.324,0.0543064040442307
2020-01-15,17.385,78.4867,3.5724033365647
2020-01-15,24.8607,67.0011,-2.275659824411074
2020-01-15,12.9716,77.5946,1.0494235903024671
2020-01-15,22.3569,91.7832,-2.012861837943395
2020-01-15,7.2906,80.6337,-1.4513526956240337
2020-01-15,25.5941,85.1376,0.0125125870108604
2020-01-15,30.1575,71.5249,-1.937738046050072
2020-01-15,31.5204,74.3587,-0.4903752235695719
2020-01-15,30.1798,66.975,-3.188603351513545
2020-01-15,19.076,72.8777,-2.065124144156774
2020-01-15,23.0225,72.5714,-1.2895262502133846
2020-01-15,23.8103,90.4125,-1.71994045873483
2020-01-15,34.0151,71.5249,-1.384653352200985
2020-01-15,22.5726,88.3639,-0.7069231122732162
2020-01-15,13.0827,80.2707,-1.2271983101963997
2020-01-15,25.396,68.3578,-4.099268227815628
2020-01-15,33.5651,73.0169,0.6563037844995657
2020-01-15,21.1702,72.8311,-1.521977372467518
2020-01-15,33.6844,73.0479,0.6563037844995657
2020-01-15,26.8467,80.9462,-0.1321553597226739
2020-01-15,18.5204,73.8567,-0.5796215869486332
2020-01-15,6.9271,79.8612,-2.8547206918398538
2020-01-16,7.2906,80.6337,-1.2064166540900867
2020-01-16,33.6844,73.0479,-0.9918307128051916
2020-01-16,26.8467,80.9462,1.483262788504362
2020-01-16,6.9271,79.8612,-1.6683656771977742
2020-01-16,33.5651,73.0169,-0.9918307128051916
2020-01-16,13.0827,80.2707,-0.0914811082184314
2020-01-16,28.7041,77.1025,-1.0879517594973247
2020-01-16,12.9716,77.5946,2.0787472426891327
2020-01-16,30.1575,71.5249,-2.224623257915179
2020-01-16,30.1798,66.975,-3.465391367673874
2020-01-16,31.5204,74.3587,0.6091273062241574
2020-01-16,22.3569,91.7832,-2.020180568099022
2020-01-16,22.5726,88.3639,-0.3137406287714839
2020-01-16,19.076,72.8777,-2.5174543311198554
2020-01-16,25.5941,85.1376,1.4230465417106946
2020-01-16,18.5204,73.8567,-1.5564176527162392
2020-01-16,25.396,68.3578,-3.29150727391243
2020-01-16,23.0225,72.5714,-2.6406537940104804
2020-01-16,23.8103,90.4125,-1.3586307068665822
2020-01-16,26.9124,75.7873,-2.618696411450704
2020-01-16,21.1702,72.8311,-2.272693182031313
2020-01-16,34.0151,71.5249,-1.7246722901860874
2020-01-16,17.385,78.4867,3.461895431081454
2020-01-16,27.7172,85.324,0.117368330558141
2020-01-16,24.8607,67.0011,-1.11430062353611
2020-01-17,34.0151,71.5249,-1.3292073557774229
2020-01-17,26.9124,75.7873,-1.4967070085306962
2020-01-17,33.5651,73.0169,-0.7034979425370693
2020-01-17,33.6844,73.0479,-0.7034979425370693
2020-01-17,6.9271,79.8612,-0.0844679462412993
2020-01-17,21.1702,72.8311,-2.6995599071184797
2020-01-17,25.396,68.3578,-0.8302310816943645
2020-01-17,19.076,72.8777,-2.414556240042051
2020-01-17,23.0225,72.5714,-2.2659267286459603
2020-01-17,13.0827,80.2707,-0.5957235284149647
2020-01-17,12.9716,77.5946,2.317173888285955
2020-01-17,18.5204,73.8567,-1.1990309332807858
2020-01-17,22.3569,91.7832,-1.0318918749690056
2020-01-17,7.2906,80.6337,-0.6553278540571531
2020-01-17,25.5941,85.1376,-0.4030091588695844
2020-01-17,27.7172,85.324,-0.6133757246037325
2020-01-17,17.385,78.4867,2.5728705326716104
2020-01-17,30.1798,66.975,-3.1361545274655023
2020-01-17,30.1575,71.5249,-1.3094803988933563
2020-01-17,24.8607,67.0011,-0.4598010877768199
2020-01-17,31.5204,74.3587,1.748692457874616
2020-01-17,26.8467,80.9462,0.290633775293827
2020-01-17,22.5726,88.3639,0.3076662421226501
2020-01-17,28.7041,77.1025,-1.6156645317872365
2020-01-17,23.8103,90.4125,-0.8672667120893797
2020-01-18,22.5726,88.3639,-0.4736667821804682
2020-01-18,30.1798,66.975,-2.220978707075119
2020-01-18,31.5204,74.3587,0.7105957915385565
2020-01-18,26.9124,75.7873,-0.584821971754233
2020-01-18,22.3569,91.7832,-1.0732608983914058
2020-01-18,25.5941,85.1376,-0.7583779841661453
2020-01-18,12.9716,77.5946,1.6621847450733185
2020-01-18,23.0225,72.5714,-2.4674386382102966
2020-01-18,19.076,72.8777,-1.2336536571383476
2020-01-18,33.6844,73.0479,-0.3062384550770123
2020-01-18,26.8467,80.9462,-0.7040802240371704
2020-01-18,27.7172,85.324,-0.5193946758906046
2020-01-18,18.5204,73.8567,-0.0294610268125931
2020-01-18,17.385,78.4867,2.500807784497738
2020-01-18,24.8607,67.0011,-1.3637564455469449
2020-01-18,25.396,68.3578,-3.3276223639647164
2020-01-18,23.8103,90.4125,-0.4958200032512347
2020-01-18,21.1702,72.8311,-2.57597125073274
2020-01-18,34.0151,71.5249,-0.8496115505695343
2020-01-18,7.2906,80.6337,-0.8747020935018858
2020-01-18,28.7041,77.1025,-1.34730747093757
2020-01-18,13.0827,80.2707,-0.9580451225241026
2020-01-18,6.9271,79.8612,-1.4056004881858826
2020-01-18,30.1575,71.5249,-2.359024321039518
2020-01-18,33.5651,73.0169,-0.3062384550770123
2020-01-19,25.5941,85.1376,-0.2362792442242304
2020-01-19,22.3569,91.7832,-1.6568953891595204
2020-01-19,26.9124,75.7873,-1.6243121474981308
2020-01-19,34.0151,71.5249,-1.0302983125050862
2020-01-19,18.5204,73.8567,-0.5999905914068222
2020-01-19,6.9271,79.8612,-3.664036517341932
2020-01-19,23.8103,90.4125,-1.8543930848439532
2020-01-19,21.1702,72.8311,-1.817199784020583
2020-01-19,17.385,78.4867,-0.1360169202089309
2020-01-19,19.076,72.8777,-0.6580429710447788
2020-01-19,12.9716,77.5946,0.8209304014841715
2020-01-19,24.8607,67.0011,-1.3919640183448792
2020-01-19,25.396,68.3578,-2.678863589962324
2020-01-19,33.5651,73.0169,-1.5320953465998173
2020-01-19,22.5726,88.3639,-2.264057839910189
2020-01-19,26.8467,80.9462,-1.1010831942160924
2020-01-19,27.7172,85.324,0.4291120419899623
2020-01-19,7.2906,80.6337,-2.562642484903336
2020-01-19,28.7041,77.1025,-2.189453030625979
2020-01-19,30.1575,71.5249,-0.8580055932203928
2020-01-19,23.0225,72.5714,-2.3368009527524314
2020-01-19,13.0827,80.2707,-1.8187930459777517
2020-01-19,30.1798,66.975,0.6266351590553919
2020-01-19,31.5204,74.3587,-0.3839188367128372
2020-01-19,33.6844,73.0479,-1.5320953465998173
2020-01-20,24.8607,67.0011,-0.6934376507997513
2020-01-20,13.0827,80.2707,-1.716148296991984
2020-01-20,23.8103,90.4125,-1.919008801380793
2020-01-20,30.1575,71.5249,-0.8739995149274667
2020-01-20,12.9716,77.5946,0.5713978745043278
2020-01-20,33.6844,73.0479,-0.2785920972625414
2020-01-20,17.385,78.4867,0.2366321136554082
2020-01-20,26.8467,80.9462,0.2411216981709003
2020-01-20,18.5204,73.8567,-0.2330079786479473
2020-01-20,27.7172,85.324,0.1154732008775075
2020-01-20,6.9271,79.8612,-4.258323550224304
2020-01-20,22.3569,91.7832,-2.3939436972141266
2020-01-20,28.7041,77.1025,-1.5638350546360016
2020-01-20,22.5726,88.3639,-2.636456703146299
2020-01-20,31.5204,74.3587,-0.8288481036822001
2020-01-20,33.5651,73.0169,-0.2785920972625414
2020-01-20,26.9124,75.7873,0.3945612205813328
2020-01-20,25.5941,85.1376,-0.4388220210870107
2020-01-20,34.0151,71.5249,-0.6533218175172806
2020-01-20,30.1798,66.975,0.825620099902153
2020-01-20,23.0225,72.5714,-1.7164433014889555
2020-01-20,19.076,72.8777,-0.2873152854541937
2020-01-20,25.396,68.3578,-1.1350049128135045
2020-01-20,21.1702,72.8311,-0.9371585088471572
2020-01-20,7.2906,80.6337,-2.6323470224936805
2020-01-21,30.1575,71.5249,-1.2717650483051937
2020-01-21,7.2906,80.6337,-3.073695808649063
2020-01-21,26.8467,80.9462,0.1504311823906997
2020-01-21,23.8103,90.4125,-2.294020021955172
2020-01-21,33.6844,73.0479,0.0879049301147461
2020-01-21,30.1798,66.975,-1.1953846390048664
2020-01-21,26.9124,75.7873,0.2873856388032436
2020-01-21,13.0827,80.2707,-2.587184563279152
2020-01-21,27.7172,85.324,-0.2335443273186683
2020-01-21,18.5204,73.8567,-0.4925393785039584
2020-01-21,28.7041,77.1025,-0.3058175792296727
2020-01-21,12.9716,77.5946,-0.1630220164855321
2020-01-21,22.5726,88.3639,-2.2544666876395545
2020-01-21,25.396,68.3578,-2.682043383518854
2020-01-21,24.8607,67.0011,-1.2884352914988997
2020-01-21,6.9271,79.8612,-4.620916664600372
2020-01-21,33.5651,73.0169,0.0879049301147461
2020-01-21,19.076,72.8777,-1.241654384881258
2020-01-21,23.0225,72.5714,-2.294330308834712
2020-01-21,17.385,78.4867,2.4950297648708024
2020-01-21,34.0151,71.5249,-0.3047558261702458
2020-01-21,25.5941,85.1376,-0.6061181854456663
2020-01-21,22.3569,91.7832,-2.797511726617813
2020-01-21,21.1702,72.8311,-1.3635415782531102
2020-01-21,31.5204,74.3587,-1.4863877141227324
2020-01-22,21.1702,72.8311,-2.1742324822892747
2020-01-22,12.9716,77.5946,0.5098959424843391
2020-01-22,25.396,68.3578,-4.0591831505298615
2020-01-22,18.5204,73.8567,0.0507189277559518
2020-01-22,26.9124,75.7873,-2.897317891319593
2020-01-22,27.7172,85.324,0.0708560856680075
2020-01-22,34.0151,71.5249,-1.0335216758151848
