date,latitude,longitude,T2M
2020-01-04,34.0151,71.5249,5.405898030598981
2020-01-04,27.7172,85.324,8.103245035807314
2020-01-04,13.0827,80.2707,26.199273681640648
2020-01-04,19.076,72.8777,19.59640909830732
2020-01-04,23.0225,72.5714,16.741916910807316
2020-01-04,6.9271,79.8612,27.002984619140648
2020-01-04,26.8467,80.9462,14.448785400390648
2020-01-04,22.5726,88.3639,18.27772420247398
2020-01-04,7.2906,80.6337,24.086968994140648
2020-01-05,25.5941,85.1376,13.835178629557314
2020-01-05,6.9271,79.8612,26.86984659830732
2020-01-05,24.8607,67.0011,20.37375284830732
2020-01-05,34.0151,71.5249,3.647515869140648
2020-01-05,22.3569,91.7832,18.493218994140648
2020-01-05,19.076,72.8777,21.21913045247398
2020-01-05,13.0827,80.2707,26.05832316080732
2020-01-05,22.5726,88.3639,15.708713785807314
2020-01-05,25.396,68.3578,19.308648681640648
2020-01-05,23.0225,72.5714,16.667047119140648
2020-01-05,25.396,68.3578,19.32020467122398
2020-01-05,28.7041,77.1025,13.141493733723982
2020-01-05,33.5651,73.0169,7.450575764973981
2020-01-05,7.2906,80.6337,24.09543253580732
2020-01-05,27.7172,85.324,6.717665608723981
2020-01-05,23.8103,90.4125,16.095432535807316
2020-01-05,30.1798,66.975,4.669000244140648
2020-01-05,26.9124,75.7873,14.626357014973982
2020-01-05,21.1702,72.8311,20.053765869140648
2020-01-05,18.5204,73.8567,17.48719685872398
2020-01-05,33.6844,73.0479,7.450575764973981
2020-01-05,30.1575,71.5249,11.550347900390648
2020-01-05,12.9716,77.5946,24.23475545247398
2020-01-05,31.5204,74.3587,10.605198160807314
2020-01-05,26.8467,80.9462,12.059136962890648
2020-01-06,23.8103,90.4125,14.099137878417991
2020-01-06,7.2906,80.6337,23.93312225341799
2020-01-06,25.396,68.3578,17.525244649251324
2020-01-06,25.396,68.3578,21.05128631591799
2020-01-06,31.5204,74.3587,9.242855326334658
2020-01-06,22.5726,88.3639,14.537451680501324
2020-01-06,13.0827,80.2707,25.52557017008466
2020-01-06,25.5941,85.1376,14.336768086751324
2020-01-06,30.1575,71.5249,8.732764180501325
2020-01-06,19.076,72.8777,23.274268086751324
2020-01-06,26.9124,75.7873,14.865902201334658
2020-01-06,26.8467,80.9462,13.826676940917991
2020-01-06,30.1798,66.975,4.154313659667992
2020-01-06,21.1702,72.8311,22.85695037841799
2020-01-06,22.3569,91.7832,16.145361836751324
2020-01-06,23.0225,72.5714,18.78142954508466
2020-01-06,27.7172,85.324,8.716650899251325
2020-01-06,33.6844,73.0479,6.3353032430013245
2020-01-06,6.9271,79.8612,26.34816131591799
2020-01-06,33.5651,73.0169,6.3353032430013245
2020-01-06,24.8607,67.0011,20.69777069091799
2020-01-06,12.9716,77.5946,23.10857798258466
2020-01-06,28.7041,77.1025,13.830094909667991
2020-01-06,18.5204,73.8567,19.225439961751324
2020-01-06,34.0151,71.5249,2.260433451334658
2020-01-07,27.7172,85.324,10.167481994628927
2020-01-07,26.9124,75.7873,15.810385640462265
2020-01-07,19.076,72.8777,23.54004058837893
2020-01-07,33.6844,73.0479,7.366700744628929
2020-01-07,22.5726,88.3639,15.854819234212265
2020-01-07,12.9716,77.5946,22.38704579671226
2020-01-07,25.396,68.3578,13.977377827962265
2020-01-07,33.5651,73.0169,7.366700744628929
2020-01-07,30.1575,71.5249,10.422690327962265
2020-01-07,7.2906,80.6337,24.0016291300456
2020-01-07,34.0151,71.5249,2.916871643066429
2020-01-07,28.7041,77.1025,14.484539286295597
2020-01-07,23.0225,72.5714,20.0729181925456
2020-01-07,13.0827,80.2707,25.18001454671226
2020-01-07,21.1702,72.8311,24.12402496337893
2020-01-07,26.8467,80.9462,15.050131734212265
2020-01-07,23.8103,90.4125,14.658692932128927
2020-01-07,18.5204,73.8567,20.70149892171226
2020-01-07,25.5941,85.1376,14.917481994628927
2020-01-07,22.3569,91.7832,16.41048329671226
2020-01-07,30.1798,66.975,-0.3372456868489356
2020-01-07,6.9271,79.8612,26.32031402587893
2020-01-07,31.5204,74.3587,10.870118713378927
2020-01-07,24.8607,67.0011,17.57942860921226
2020-01-07,25.396,68.3578,22.15560048421226
2020-01-08,23.8103,90.4125,15.893907165527366
2020-01-08,27.7172,85.324,9.8007268269857
2020-01-08,33.6844,73.0479,6.4525822957357
2020-01-08,31.5204,74.3587,8.5983342488607
2020-01-08,12.9716,77.5946,22.2047795613607
2020-01-08,24.8607,67.0011,17.014675394694034
2020-01-08,18.5204,73.8567,18.755235290527366
2020-01-08,22.3569,91.7832,17.821316019694034
2020-01-08,34.0151,71.5249,2.9704706827799705
2020-01-08,21.1702,72.8311,20.9025334676107
2020-01-08,30.1575,71.5249,10.130235290527366
2020-01-08,28.7041,77.1025,11.5773381551107
2020-01-08,7.2906,80.6337,22.345079040527366
2020-01-08,30.1798,66.975,-0.9732676188150814
2020-01-08,25.396,68.3578,22.695339457194034
2020-01-08,33.5651,73.0169,6.4525822957357
2020-01-08,25.396,68.3578,13.3039006551107
2020-01-08,6.9271,79.8612,25.481797790527366
2020-01-08,13.0827,80.2707,24.1286076863607
2020-01-08,23.0225,72.5714,17.013210550944034
2020-01-08,26.8467,80.9462,14.857286071777366
2020-01-08,19.076,72.8777,21.6403264363607
2020-01-08,26.9124,75.7873,12.156276957194033
2020-01-08,25.5941,85.1376,16.274929300944034
2020-01-08,22.5726,88.3639,16.9503850301107
2020-01-09,33.5651,73.0169,6.669538116455101
2020-01-09,25.396,68.3578,22.131960805257183
2020-01-09,26.8467,80.9462,11.574669138590515
2020-01-09,24.8607,67.0011,16.578738149007183
2020-01-09,19.076,72.8777,20.16337356567385
2020-01-09,33.6844,73.0479,6.669538116455101
2020-01-09,27.7172,85.324,8.27714309692385
2020-01-09,6.9271,79.8612,25.252077992757183
2020-01-09,31.5204,74.3587,9.035240427653015
2020-01-09,21.1702,72.8311,19.16386184692385
2020-01-09,26.9124,75.7873,9.187869008382185
2020-01-09,22.3569,91.7832,19.168093617757183
2020-01-09,25.5941,85.1376,14.411745961507185
2020-01-09,23.0225,72.5714,14.179812367757185
2020-01-09,23.8103,90.4125,16.184695180257183
2020-01-09,22.5726,88.3639,16.32271601359052
2020-01-09,18.5204,73.8567,17.66776809692385
2020-01-09,30.1575,71.5249,10.743126169840515
2020-01-09,30.1798,66.975,3.2689542134603093
2020-01-09,28.7041,77.1025,8.391441599528017
2020-01-09,25.396,68.3578,12.83793411254885
2020-01-09,7.2906,80.6337,22.461062367757183
2020-01-09,34.0151,71.5249,4.040865834554059
2020-01-09,13.0827,80.2707,24.377077992757183
2020-01-09,12.9716,77.5946,22.591921742757183
2020-01-10,21.1702,72.8311,20.69521993001304
2020-01-10,26.8467,80.9462,9.17292175292971
2020-01-10,31.5204,74.3587,8.777637736002626
2020-01-10,18.5204,73.8567,18.827381388346375
2020-01-10,22.3569,91.7832,17.420154825846378
2020-01-10,23.0225,72.5714,14.424061075846376
2020-01-10,13.0827,80.2707,23.71393737792971
2020-01-10,27.7172,85.324,7.401111857096377
2020-01-10,24.8607,67.0011,16.92341003417971
2020-01-10,25.396,68.3578,19.75918477376304
2020-01-10,26.9124,75.7873,9.571094767252626
2020-01-10,6.9271,79.8612,25.16608581542971
2020-01-10,34.0151,71.5249,5.350005086263043
2020-01-10,12.9716,77.5946,21.828846232096375
2020-01-10,7.2906,80.6337,22.15469258626304
2020-01-10,25.396,68.3578,13.714344278971376
2020-01-10,28.7041,77.1025,9.045582071940126
2020-01-10,30.1798,66.975,3.5293619791666893
2020-01-10,19.076,72.8777,22.80915222167971
2020-01-10,22.5726,88.3639,14.716704305013044
2020-01-10,30.1575,71.5249,11.197254435221376
2020-01-10,23.8103,90.4125,16.116443888346378
2020-01-10,25.5941,85.1376,12.198637898763044
2020-01-10,33.6844,73.0479,7.658400472005231
2020-01-10,33.5651,73.0169,7.658400472005231
2020-01-11,26.9124,75.7873,11.731459554036482
2020-01-11,18.5204,73.8567,18.63087361653648
2020-01-11,30.1575,71.5249,13.710626220703148
2020-01-11,27.7172,85.324,8.805108642578148
2020-01-11,23.0225,72.5714,17.608087158203148
2020-01-11,31.5204,74.3587,11.644464111328148
2020-01-11,25.396,68.3578,19.02931111653648
2020-01-11,6.9271,79.8612,25.751153564453148
2020-01-11,25.5941,85.1376,10.401137288411482
2020-01-11,22.5726,88.3639,12.726576741536482
2020-01-11,19.076,72.8777,23.22022908528648
2020-01-11,25.396,68.3578,14.847344970703148
2020-01-11,7.2906,80.6337,23.646335856119816
2020-01-11,26.8467,80.9462,9.460951741536482
2020-01-11,23.8103,90.4125,14.892266845703148
2020-01-11,33.5651,73.0169,9.770522054036482
2020-01-11,28.7041,77.1025,11.442152913411482
2020-01-11,34.0151,71.5249,6.676405843098981
2020-01-11,33.6844,73.0479,9.770522054036482
2020-01-11,30.1798,66.975,2.1283304850260643
2020-01-11,13.0827,80.2707,23.995294189453148
2020-01-11,22.3569,91.7832,15.985854085286482
2020-01-11,24.8607,67.0011,17.635105387369816
2020-01-11,21.1702,72.8311,23.05616658528648
2020-01-11,12.9716,77.5946,21.221856689453148
2020-01-12,21.1702,72.8311,23.90176289876304
2020-01-12,24.8607,67.0011,17.181059773763042
2020-01-12,26.9124,75.7873,13.822498575846376
2020-01-12,19.076,72.8777,23.15632019042971
2020-01-12,13.0827,80.2707,24.050525919596375
2020-01-12,7.2906,80.6337,22.472400919596375
2020-01-12,25.396,68.3578,18.54987487792971
2020-01-12,30.1575,71.5249,11.368071492513044
2020-01-12,28.7041,77.1025,12.91803894042971
2020-01-12,25.5941,85.1376,10.687488810221376
2020-01-12,22.3569,91.7832,16.330473836263042
2020-01-12,12.9716,77.5946,21.27871602376304
2020-01-12,27.7172,85.324,10.328032430013044
2020-01-12,33.6844,73.0479,9.953357950846376
2020-01-12,30.1798,66.975,-0.0639048258463314
2020-01-12,18.5204,73.8567,19.83145039876304
2020-01-12,25.396,68.3578,14.17048034667971
2020-01-12,22.5726,88.3639,12.899321492513044
2020-01-12,6.9271,79.8612,25.54043477376304
2020-01-12,23.8103,90.4125,15.097075398763044
2020-01-12,26.8467,80.9462,10.67756042480471
2020-01-12,33.5651,73.0169,9.953357950846376
2020-01-12,34.0151,71.5249,4.815092976888043
2020-01-12,23.0225,72.5714,20.286365763346375
2020-01-12,31.5204,74.3587,12.23542175292971
2020-01-13,34.0151,71.5249,2.1907885233561424
2020-01-13,27.7172,85.324,11.97940343221031
2020-01-13,21.1702,72.8311,23.175041453043644
2020-01-13,30.1798,66.975,-4.44411443074542
2020-01-13,25.396,68.3578,12.819898223876976
2020-01-13,25.396,68.3578,20.374260203043644
2020-01-13,22.5726,88.3639,14.196525828043642
2020-01-13,6.9271,79.8612,24.526603953043644
2020-01-13,26.9124,75.7873,14.24746983846031
2020-01-13,25.5941,85.1376,13.210279083251976
2020-01-13,19.076,72.8777,22.640861765543644
2020-01-13,26.8467,80.9462,11.786369578043642
2020-01-13,23.0225,72.5714,18.879468536376976
2020-01-13,31.5204,74.3587,7.964592234293643
2020-01-13,12.9716,77.5946,21.855054473876976
2020-01-13,23.8103,90.4125,15.38370030721031
2020-01-13,13.0827,80.2707,23.663973744710308
2020-01-13,28.7041,77.1025,14.201896921793642
2020-01-13,24.8607,67.0011,15.166577911376976
2020-01-13,18.5204,73.8567,19.115796661376976
2020-01-13,33.6844,73.0479,4.600008900960309
2020-01-13,30.1575,71.5249,9.13760655721031
2020-01-13,22.3569,91.7832,16.875887807210308
2020-01-13,7.2906,80.6337,21.342033640543644
2020-01-13,33.5651,73.0169,4.600008900960309
2020-01-14,33.5651,73.0169,7.665002441406273
2020-01-14,18.5204,73.8567,18.337609863281276
2020-01-14,30.1798,66.975,-2.1903404235839616
2020-01-14,23.8103,90.4125,16.600142415364605
2020-01-14,12.9716,77.5946,21.242883300781276
2020-01-14,27.7172,85.324,12.02478434244794
2020-01-14,21.1702,72.8311,20.587935384114605
2020-01-14,28.7041,77.1025,11.370161946614608
2020-01-14,7.2906,80.6337,21.13025309244794
2020-01-14,25.5941,85.1376,15.459191894531273
2020-01-14,30.1575,71.5249,7.73352457682294
2020-01-14,34.0151,71.5249,2.8460937500000227
2020-01-14,23.0225,72.5714,16.399621582031273
2020-01-14,6.9271,79.8612,24.16540934244794
2020-01-14,19.076,72.8777,21.14294840494794
2020-01-14,33.6844,73.0479,7.665002441406273
2020-01-14,22.5726,88.3639,16.392785644531273
2020-01-14,26.9124,75.7873,12.48376871744794
2020-01-14,25.396,68.3578,12.274133300781273
2020-01-14,26.8467,80.9462,13.41687418619794
2020-01-14,24.8607,67.0011,15.11853434244794
2020-01-14,13.0827,80.2707,22.98279215494794
2020-01-14,22.3569,91.7832,17.220259602864605
2020-01-14,31.5204,74.3587,8.826623535156273
2020-01-14,25.396,68.3578,20.827193196614605
2020-01-15,26.9124,75.7873,14.267446136474632
2020-01-15,28.7041,77.1025,12.521352386474632
2020-01-15,27.7172,85.324,12.452016448974632
2020-01-15,25.396,68.3578,20.863963063557964
2020-01-15,24.8607,67.0011,15.551625823974632
2020-01-15,12.9716,77.5946,20.3740542093913
2020-01-15,22.3569,91.7832,17.724314626057964
2020-01-15,7.2906,80.6337,21.681345876057964
2020-01-15,25.5941,85.1376,16.6982729593913
2020-01-15,30.1575,71.5249,9.735870615641298
2020-01-15,31.5204,74.3587,10.604522959391298
2020-01-15,30.1798,66.975,-2.6269426981607844
2020-01-15,19.076,72.8777,19.944041188557964
2020-01-15,23.0225,72.5714,15.177276865641298
2020-01-15,23.8103,90.4125,17.3413393656413
2020-01-15,34.0151,71.5249,4.305979665120465
2020-01-15,22.5726,88.3639,18.1430971781413
2020-01-15,13.0827,80.2707,24.161489105224632
2020-01-15,25.396,68.3578,11.394968922932966
2020-01-15,33.5651,73.0169,9.634145355224632
2020-01-15,21.1702,72.8311,19.0361635843913
2020-01-15,33.6844,73.0479,9.634145355224632
2020-01-15,26.8467,80.9462,13.130564626057966
2020-01-15,18.5204,73.8567,17.594920094807964
2020-01-15,6.9271,79.8612,24.5498354593913
2020-01-16,7.2906,80.6337,23.36351547241213
2020-01-16,33.6844,73.0479,10.231028493245466
2020-01-16,26.8467,80.9462,15.815012868245466
2020-01-16,6.9271,79.8612,25.9754946390788
2020-01-16,33.5651,73.0169,10.231028493245466
2020-01-16,13.0827,80.2707,24.8036196390788
2020-01-16,28.7041,77.1025,11.893463389078798
2020-01-16,12.9716,77.5946,20.650950368245464
2020-01-16,30.1575,71.5249,10.961497243245466
2020-01-16,30.1798,66.975,-1.3376284281412534
2020-01-16,31.5204,74.3587,11.489003753662132
2020-01-16,22.3569,91.7832,19.4442446390788
2020-01-16,22.5726,88.3639,19.81078109741213
2020-01-16,19.076,72.8777,17.8827212015788
2020-01-16,25.5941,85.1376,18.0189516703288
2020-01-16,18.5204,73.8567,14.679596201578798
2020-01-16,25.396,68.3578,12.516998545328798
2020-01-16,23.0225,72.5714,13.987701670328798
2020-01-16,23.8103,90.4125,19.00218734741213
2020-01-16,26.9124,75.7873,10.728098805745466
2020-01-16,21.1702,72.8311,16.503977711995464
2020-01-16,34.0151,71.5249,5.712229665120465
2020-01-16,25.396,68.3578,20.913645680745464
2020-01-16,27.7172,85.324,12.248769378662132
2020-01-16,24.8607,67.0011,16.113027191162132
2020-01-17,34.0151,71.5249,5.430886840820335
2020-01-17,26.9124,75.7873,11.594939168294294
2020-01-17,33.5651,73.0169,8.93689880371096
2020-01-17,33.6844,73.0479,8.93689880371096
2020-01-17,6.9271,79.8612,26.443653361002628
2020-01-17,21.1702,72.8311,17.228972371419292
2020-01-17,25.396,68.3578,14.580779012044294
2020-01-17,19.076,72.8777,17.445118204752628
2020-01-17,23.0225,72.5714,15.205046590169294
2020-01-17,13.0827,80.2707,25.18226013183596
2020-01-17,12.9716,77.5946,22.072559611002628
2020-01-17,18.5204,73.8567,15.41907653808596
2020-01-17,22.3569,91.7832,20.429981486002628
2020-01-17,7.2906,80.6337,24.16989034016929
2020-01-17,25.5941,85.1376,19.14791768391929
2020-01-17,27.7172,85.324,10.45765075683596
2020-01-17,25.396,68.3578,21.95895284016929
2020-01-17,30.1798,66.975,-1.9861663818359148
2020-01-17,30.1575,71.5249,11.764861043294294
2020-01-17,24.8607,67.0011,16.83948669433596
2020-01-17,31.5204,74.3587,11.445769246419294
2020-01-17,26.8467,80.9462,15.44837341308596
2020-01-17,22.5726,88.3639,19.692676798502628
2020-01-17,28.7041,77.1025,12.626921590169294
2020-01-17,23.8103,90.4125,20.296680704752628
2020-01-18,22.5726,88.3639,18.84733861287437
2020-01-18,30.1798,66.975,0.3222862243652571
2020-01-18,31.5204,74.3587,11.135261789957704
2020-01-18,26.9124,75.7873,11.823656972249372
2020-01-18,22.3569,91.7832,20.206550852457703
2020-01-18,25.5941,85.1376,16.08920059204104
2020-01-18,12.9716,77.5946,23.272957102457703
2020-01-18,23.0225,72.5714,15.649421946207704
2020-01-18,19.076,72.8777,20.01547012329104
2020-01-18,33.6844,73.0479,8.719734446207704
2020-01-18,26.8467,80.9462,13.582039133707704
2020-01-18,27.7172,85.324,10.893399810791038
2020-01-18,18.5204,73.8567,18.00212376912437
2020-01-18,25.396,68.3578,22.92660293579104
2020-01-18,24.8607,67.0011,16.95248184204104
2020-01-18,25.396,68.3578,12.894050852457704
2020-01-18,23.8103,90.4125,20.47038548787437
2020-01-18,21.1702,72.8311,18.993171946207703
2020-01-18,34.0151,71.5249,5.968984222412132
2020-01-18,7.2906,80.6337,24.11507949829104
2020-01-18,28.7041,77.1025,12.242358144124372
2020-01-18,13.0827,80.2707,25.33513158162437
2020-01-18,6.9271,79.8612,26.689949289957703
2020-01-18,30.1575,71.5249,11.215095774332704
2020-01-18,33.5651,73.0169,8.719734446207704
2020-01-19,25.5941,85.1376,13.645611063639343
2020-01-19,22.3569,91.7832,19.61224517822268
2020-01-19,26.9124,75.7873,11.019634501139343
2020-01-19,34.0151,71.5249,5.904969787597679
2020-01-19,18.5204,73.8567,19.148052469889347
2020-01-19,6.9271,79.8612,26.49310455322268
2020-01-19,23.8103,90.4125,19.08880767822268
2020-01-19,21.1702,72.8311,21.27956288655601
2020-01-19,25.396,68.3578,22.559185282389347
2020-01-19,19.076,72.8777,22.10443267822268
2020-01-19,12.9716,77.5946,23.35182851155601
2020-01-19,24.8607,67.0011,17.898540751139347
2020-01-19,25.396,68.3578,14.215598042806011
2020-01-19,33.5651,73.0169,8.917217508951845
2020-01-19,22.5726,88.3639,19.436626688639347
2020-01-19,26.8467,80.9462,11.79828033447268
2020-01-19,27.7172,85.324,9.060894266764343
2020-01-19,7.2906,80.6337,24.23138580322268
2020-01-19,28.7041,77.1025,10.31610260009768
2020-01-19,30.1575,71.5249,12.851665751139343
2020-01-19,23.0225,72.5714,15.997824605306011
2020-01-19,13.0827,80.2707,24.98757069905601
2020-01-19,30.1798,66.975,4.021465555826846
2020-01-19,31.5204,74.3587,11.690777079264343
2020-01-19,33.6844,73.0479,8.917217508951845
2020-01-20,24.8607,67.0011,17.893940226237003
2020-01-20,13.0827,80.2707,24.53635559082033
2020-01-20,23.8103,90.4125,15.58209126790367
2020-01-20,30.1575,71.5249,11.00787251790367
2020-01-20,12.9716,77.5946,22.59299621582033
2020-01-20,33.6844,73.0479,10.004047648112
2020-01-20,25.396,68.3578,22.32834777832033
2020-01-20,26.8467,80.9462,11.66265767415367
2020-01-20,18.5204,73.8567,20.39035949707033
2020-01-20,27.7172,85.324,9.085834757487
2020-01-20,6.9271,79.8612,26.491759236653667
2020-01-20,22.3569,91.7832,18.345600382487003
2020-01-20,28.7041,77.1025,11.329080200195335
2020-01-20,22.5726,88.3639,16.116433715820335
2020-01-20,31.5204,74.3587,11.016824340820335
2020-01-20,33.5651,73.0169,10.004047648112
2020-01-20,26.9124,75.7873,12.704568481445335
2020-01-20,25.5941,85.1376,12.867573038737
2020-01-20,34.0151,71.5249,5.759378051757835
2020-01-20,30.1798,66.975,2.3952626546224187
2020-01-20,23.0225,72.5714,17.351459757487003
2020-01-20,19.076,72.8777,23.30491027832033
2020-01-20,25.396,68.3578,15.95562642415367
2020-01-20,21.1702,72.8311,22.810118611653667
2020-01-20,7.2906,80.6337,24.06565246582033
2020-01-21,30.1575,71.5249,11.269565836588564
2020-01-21,7.2906,80.6337,24.48701375325523
2020-01-21,26.8467,80.9462,13.320672607421898
2020-01-21,23.8103,90.4125,14.869500732421898
2020-01-21,33.6844,73.0479,5.793979899088565
2020-01-21,30.1798,66.975,1.1878295898437727
2020-01-21,26.9124,75.7873,13.632033284505232
2020-01-21,13.0827,80.2707,24.313836669921898
2020-01-21,27.7172,85.324,8.986850992838564
2020-01-21,18.5204,73.8567,20.788446044921898
2020-01-21,28.7041,77.1025,12.220900472005232
2020-01-21,12.9716,77.5946,21.780633544921898
2020-01-21,22.5726,88.3639,16.098016357421898
2020-01-21,25.396,68.3578,16.47090047200523
2020-01-21,24.8607,67.0011,19.52314656575523
2020-01-21,6.9271,79.8612,26.47171427408857
2020-01-21,33.5651,73.0169,5.793979899088565
2020-01-21,19.076,72.8777,23.091180419921898
2020-01-21,23.0225,72.5714,18.056512451171898
2020-01-21,25.396,68.3578,22.21292521158857
2020-01-21,34.0151,71.5249,3.2168314615885643
2020-01-21,25.5941,85.1376,13.720249430338564
2020-01-21,22.3569,91.7832,16.32002156575523
2020-01-21,21.1702,72.8311,23.155633544921898
2020-01-21,31.5204,74.3587,9.881545003255232
2020-01-22,21.1702,72.8311,23.53342081705732
2020-01-22,12.9716,77.5946,22.232965087890648
2020-01-22,25.396,68.3578,15.977105712890648
2020-01-22,18.5204,73.8567,21.13563435872398
2020-01-22,26.9124,75.7873,13.029677327473982
2020-01-22,27.7172,85.324,9.813368733723982
2020-01-22,34.0151,71.5249,4.666477457682315
2020-01-22,25.396,68.3578,22.00998331705732
2020-01-22,33.5651,73.0169,7.945855712890648
2020-01-22,30.1798,66.975,2.706679280598981
2020-01-22,25.5941,85.1376,14.228570556640648
2020-01-22,28.7041,77.1025,11.894748942057314
2020-01-22,7.2906,80.6337,24.610894775390648
2020-01-22,22.5726,88.3639,17.744846598307316
2020-01-22,31.5204,74.3587,10.299696858723982
2020-01-22,23.8103,90.4125,15.322483317057314
2020-01-22,23.0225,72.5714,18.23133748372398
2020-01-22,24.8607,67.0011,18.88758748372398
2020-01-22,6.9271,79.8612,26.56467081705732
2020-01-22,26.8467,80.9462,12.083713785807314
2020-01-22,30.1575,71.5249,12.571181233723982
2020-01-22,22.3569,91.7832,16.045139567057316
2020-01-22,13.0827,80.2707,24.79188435872398
2020-01-22,19.076,72.8777,23.84364217122398
2020-01-22,33.6844,73.0479,7.945855712890648
2020-01-23,19.076,72.8777,24.371868387858097
2020-01-23,23.0225,72.5714,17.89270172119143
2020-01-23,28.7041,77.1025,10.754518127441427
2020-01-23,6.9271,79.8612,26.49524078369143
2020-01-23,21.1702,72.8311,23.93013661702476
2020-01-23,33.5651,73.0169,7.759238179524762
2020-01-23,27.7172,85.324,8.125286356608095
2020-01-23,7.2906,80.6337,24.33150380452476
2020-01-23,23.8103,90.4125,15.973430887858097
2020-01-23,31.5204,74.3587,9.828411356608097
2020-01-23,13.0827,80.2707,24.178509012858097
2020-01-23,34.0151,71.5249,5.602581278483096
