date,QV2M,region_name,country,latitude,longitude
2020-01-01,3.0665042771336934,quetta,pakistan,30.1798,66.975
2020-01-02,5.194834074548756,quetta,pakistan,30.1798,66.975
2020-01-03,4.661975273241599,quetta,pakistan,30.1798,66.975
2020-01-04,4.649837530450895,quetta,pakistan,30.1798,66.975
2020-01-05,6.15836534416303,quetta,pakistan,30.1798,66.975
2020-01-06,6.014853192027658,quetta,pakistan,30.1798,66.975
2020-01-07,2.8575018319922187,quetta,pakistan,30.1798,66.975
2020-01-08,1.9069046441776056,quetta,pakistan,30.1798,66.975
2020-01-09,1.7975450464291498,quetta,pakistan,30.1798,66.975
2020-01-10,2.8537759305133172,quetta,pakistan,30.1798,66.975
2020-01-11,4.188919148873538,quetta,pakistan,30.1798,66.975
2020-01-12,4.281431970108922,quetta,pakistan,30.1798,66.975
2020-01-13,2.4909483715115734,quetta,pakistan,30.1798,66.975
2020-01-14,2.4648055259604007,quetta,pakistan,30.1798,66.975
2020-01-15,2.49297723833782,quetta,pakistan,30.1798,66.975
2020-01-16,2.3807366475618132,quetta,pakistan,30.1798,66.975
2020-01-17,2.1002109763988606,quetta,pakistan,30.1798,66.975
2020-01-18,2.133858894618849,quetta,pakistan,30.1798,66.975
2020-01-19,2.895171472725148,quetta,pakistan,30.1798,66.975
2020-01-20,4.9247896240558475,quetta,pakistan,30.1798,66.975
2020-01-21,3.6155003569244095,quetta,pakistan,30.1798,66.975
2020-01-22,3.59163151976342,quetta,pakistan,30.1798,66.975
2020-01-23,3.8208097976166755,quetta,pakistan,30.1798,66.975
2020-01-24,5.776688893092796,quetta,pakistan,30.1798,66.975
2020-01-25,5.4298687997894985,quetta,pakistan,30.1798,66.975
2020-01-26,4.136319572959716,quetta,pakistan,30.1798,66.975
2020-01-27,3.7941855165020875,quetta,pakistan,30.1798,66.975
2020-01-28,2.7407924353610724,quetta,pakistan,30.1798,66.975
2020-01-29,2.1625876252073795,quetta,pakistan,30.1798,66.975
2020-01-30,1.834224540895472,quetta,pakistan,30.1798,66.975
2020-01-31,2.581606153398752,quetta,pakistan,30.1798,66.975
2020-02-01,2.4728152638999745,quetta,pakistan,30.1798,66.975
2020-02-02,3.137673542369157,quetta,pakistan,30.1798,66.975
2020-02-03,5.013562932920952,quetta,pakistan,30.1798,66.975
2020-02-04,2.1634160366375,quetta,pakistan,30.1798,66.975
2020-02-05,1.9468268680308636,quetta,pakistan,30.1798,66.975
2020-02-06,2.398983226157725,quetta,pakistan,30.1798,66.975
2020-02-07,2.4515413873208067,quetta,pakistan,30.1798,66.975
2020-02-08,2.6913877421369157,quetta,pakistan,30.1798,66.975
2020-02-09,3.19631719806542,quetta,pakistan,30.1798,66.975
2020-02-10,5.4869129962753505,quetta,pakistan,30.1798,66.975
2020-02-11,6.47485382311667,quetta,pakistan,30.1798,66.975
2020-02-12,6.374443667785575,quetta,pakistan,30.1798,66.975
2020-02-13,3.3375304337823763,quetta,pakistan,30.1798,66.975
2020-02-14,2.766793938159632,quetta,pakistan,30.1798,66.975
2020-02-15,3.1721027238139263,quetta,pakistan,30.1798,66.975
2020-02-16,2.982120592302332,quetta,pakistan,30.1798,66.975
2020-02-17,3.3225344862633697,quetta,pakistan,30.1798,66.975
2020-02-18,3.7069811563317976,quetta,pakistan,30.1798,66.975
2020-02-19,3.107462495487804,quetta,pakistan,30.1798,66.975
2020-02-20,3.334995766635984,quetta,pakistan,30.1798,66.975
2020-02-21,4.541183094261214,quetta,pakistan,30.1798,66.975
2020-02-22,5.305788014084101,quetta,pakistan,30.1798,66.975
2020-02-23,5.229609552770853,quetta,pakistan,30.1798,66.975
2020-02-24,4.882563021965325,quetta,pakistan,30.1798,66.975
2020-02-25,4.112334533904989,quetta,pakistan,30.1798,66.975
2020-02-26,5.775024173393224,quetta,pakistan,30.1798,66.975
2020-02-27,6.131732448314627,quetta,pakistan,30.1798,66.975
2020-02-28,4.436621888695906,quetta,pakistan,30.1798,66.975
2020-02-29,4.302981697643797,quetta,pakistan,30.1798,66.975
2020-03-01,4.573474502346168,quetta,pakistan,30.1798,66.975
2020-03-02,4.254967760061845,quetta,pakistan,30.1798,66.975
2020-03-03,5.358892143703997,quetta,pakistan,30.1798,66.975
2020-03-04,4.241522430675104,quetta,pakistan,30.1798,66.975
2020-03-05,4.249681214181085,quetta,pakistan,30.1798,66.975
2020-03-06,3.754722546242798,quetta,pakistan,30.1798,66.975
2020-03-07,2.728733845287934,quetta,pakistan,30.1798,66.975
2020-03-08,2.4277795552431294,quetta,pakistan,30.1798,66.975
2020-03-09,4.039796816262727,quetta,pakistan,30.1798,66.975
2020-03-10,4.531902493909001,quetta,pakistan,30.1798,66.975
2020-03-11,3.2513831780912974,quetta,pakistan,30.1798,66.975
2020-03-12,3.421157452976331,quetta,pakistan,30.1798,66.975
2020-03-13,3.646363203491395,quetta,pakistan,30.1798,66.975
2020-03-14,3.4929790320650986,quetta,pakistan,30.1798,66.975
2020-03-15,5.105531211787214,quetta,pakistan,30.1798,66.975
2020-03-16,5.15697366790846,quetta,pakistan,30.1798,66.975
2020-03-17,6.225477729458362,quetta,pakistan,30.1798,66.975
2020-03-18,5.905091064050794,quetta,pakistan,30.1798,66.975
2020-03-19,6.364117124273132,quetta,pakistan,30.1798,66.975
2020-03-20,6.96538274254029,quetta,pakistan,30.1798,66.975
2020-03-21,5.739746266044676,quetta,pakistan,30.1798,66.975
2020-03-22,8.274050720501691,quetta,pakistan,30.1798,66.975
2020-03-23,8.471528883092105,quetta,pakistan,30.1798,66.975
