date,QV2M,region_name,country,latitude,longitude
2020-01-01,5.926851726447542,kathmandu,nepal,27.7172,85.324
2020-01-02,6.5071296800548835,kathmandu,nepal,27.7172,85.324
2020-01-03,6.440021563321352,kathmandu,nepal,27.7172,85.324
2020-01-04,6.471196538768709,kathmandu,nepal,27.7172,85.324
2020-01-05,5.310548876877874,kathmandu,nepal,27.7172,85.324
2020-01-06,4.853039456065744,kathmandu,nepal,27.7172,85.324
2020-01-07,5.704617069568485,kathmandu,nepal,27.7172,85.324
2020-01-08,6.661348626948893,kathmandu,nepal,27.7172,85.324
2020-01-09,6.6327731862353785,kathmandu,nepal,27.7172,85.324
2020-01-10,5.570674877769004,kathmandu,nepal,27.7172,85.324
2020-01-11,4.604443005518988,kathmandu,nepal,27.7172,85.324
2020-01-12,4.72175136868221,kathmandu,nepal,27.7172,85.324
2020-01-13,5.270432215183973,kathmandu,nepal,27.7172,85.324
2020-01-14,5.554074499135216,kathmandu,nepal,27.7172,85.324
2020-01-15,5.928827333264053,kathmandu,nepal,27.7172,85.324
2020-01-16,6.503351517797758,kathmandu,nepal,27.7172,85.324
2020-01-17,7.46458926005289,kathmandu,nepal,27.7172,85.324
2020-01-18,5.584689633299907,kathmandu,nepal,27.7172,85.324
2020-01-19,5.619799126482879,kathmandu,nepal,27.7172,85.324
2020-01-20,5.07872854359448,kathmandu,nepal,27.7172,85.324
2020-01-21,5.015851832771053,kathmandu,nepal,27.7172,85.324
2020-01-22,5.185896763578057,kathmandu,nepal,27.7172,85.324
2020-01-23,5.219571874476969,kathmandu,nepal,27.7172,85.324
2020-01-24,3.903473805015286,kathmandu,nepal,27.7172,85.324
2020-01-25,4.411702257736276,kathmandu,nepal,27.7172,85.324
2020-01-26,5.183851326971005,kathmandu,nepal,27.7172,85.324
2020-01-27,5.572947013812761,kathmandu,nepal,27.7172,85.324
2020-01-28,5.415173383274426,kathmandu,nepal,27.7172,85.324
2020-01-29,6.997001143948485,kathmandu,nepal,27.7172,85.324
2020-01-30,6.739686825312674,kathmandu,nepal,27.7172,85.324
2020-01-31,5.789528096405168,kathmandu,nepal,27.7172,85.324
2020-02-01,5.173461977392435,kathmandu,nepal,27.7172,85.324
2020-02-02,4.713898485836883,kathmandu,nepal,27.7172,85.324
2020-02-03,4.884538745197157,kathmandu,nepal,27.7172,85.324
2020-02-04,5.017763275342683,kathmandu,nepal,27.7172,85.324
2020-02-05,4.391173570184037,kathmandu,nepal,27.7172,85.324
2020-02-06,4.246369576624905,kathmandu,nepal,27.7172,85.324
2020-02-07,3.8171434231723347,kathmandu,nepal,27.7172,85.324
2020-02-08,3.964344233584901,kathmandu,nepal,27.7172,85.324
2020-02-09,4.358846180063362,kathmandu,nepal,27.7172,85.324
2020-02-10,4.40286347293295,kathmandu,nepal,27.7172,85.324
2020-02-11,4.787128438086559,kathmandu,nepal,27.7172,85.324
2020-02-12,4.978979714602853,kathmandu,nepal,27.7172,85.324
2020-02-13,5.612659539716939,kathmandu,nepal,27.7172,85.324
2020-02-14,7.04390398459509,kathmandu,nepal,27.7172,85.324
2020-02-15,7.017436747749646,kathmandu,nepal,27.7172,85.324
2020-02-16,6.9887050582716865,kathmandu,nepal,27.7172,85.324
2020-02-17,6.765100115444511,kathmandu,nepal,27.7172,85.324
2020-02-18,4.838595205607514,kathmandu,nepal,27.7172,85.324
2020-02-19,4.953736245321731,kathmandu,nepal,27.7172,85.324
2020-02-20,5.460775534932812,kathmandu,nepal,27.7172,85.324
2020-02-21,5.3759660028542084,kathmandu,nepal,27.7172,85.324
2020-02-22,6.739319457362096,kathmandu,nepal,27.7172,85.324
2020-02-23,6.853875859330098,kathmandu,nepal,27.7172,85.324
2020-02-24,6.99217008271565,kathmandu,nepal,27.7172,85.324
2020-02-25,7.3738211843495565,kathmandu,nepal,27.7172,85.324
2020-02-26,6.063590136667092,kathmandu,nepal,27.7172,85.324
2020-02-27,6.430311982209484,kathmandu,nepal,27.7172,85.324
2020-02-28,6.514996115583926,kathmandu,nepal,27.7172,85.324
2020-02-29,6.811304056706528,kathmandu,nepal,27.7172,85.324
2020-03-01,7.38021752719457,kathmandu,nepal,27.7172,85.324
2020-03-02,7.436544479181369,kathmandu,nepal,27.7172,85.324
2020-03-03,7.298029920396705,kathmandu,nepal,27.7172,85.324
2020-03-04,6.837980259054651,kathmandu,nepal,27.7172,85.324
2020-03-05,7.204402703791857,kathmandu,nepal,27.7172,85.324
2020-03-06,7.488277993009736,kathmandu,nepal,27.7172,85.324
2020-03-07,7.786664820741862,kathmandu,nepal,27.7172,85.324
2020-03-08,6.712558834503095,kathmandu,nepal,27.7172,85.324
2020-03-09,7.183743155716608,kathmandu,nepal,27.7172,85.324
2020-03-10,7.0509537278364105,kathmandu,nepal,27.7172,85.324
2020-03-11,7.384210281694929,kathmandu,nepal,27.7172,85.324
2020-03-12,7.267087581567466,kathmandu,nepal,27.7172,85.324
2020-03-13,7.720936788246036,kathmandu,nepal,27.7172,85.324
2020-03-14,7.466860561786841,kathmandu,nepal,27.7172,85.324
2020-03-15,6.564931109702836,kathmandu,nepal,27.7172,85.324
2020-03-16,6.16858369903639,kathmandu,nepal,27.7172,85.324
2020-03-17,7.145535065016399,kathmandu,nepal,27.7172,85.324
2020-03-18,6.919800536707044,kathmandu,nepal,27.7172,85.324
2020-03-19,7.665644108783454,kathmandu,nepal,27.7172,85.324
2020-03-20,7.545455126091838,kathmandu,nepal,27.7172,85.324
2020-03-21,8.06257906757916,kathmandu,nepal,27.7172,85.324
2020-03-22,8.692793237666288,kathmandu,nepal,27.7172,85.324
2020-03-23,8.556485350709409,kathmandu,nepal,27.7172,85.324
2020-03-24,8.84442392271012,kathmandu,nepal,27.7172,85.324
2020-03-25,9.520665626041591,kathmandu,nepal,27.7172,85.324
2020-03-26,9.630897780880332,kathmandu,nepal,27.7172,85.324
2020-03-27,8.901106426492333,kathmandu,nepal,27.7172,85.324
2020-03-28,7.737538932512204,kathmandu,nepal,27.7172,85.324
2020-03-29,7.087355285572509,kathmandu,nepal,27.7172,85.324
2020-03-30,6.094758573453873,kathmandu,nepal,27.7172,85.324
2020-03-31,6.740910330942522,kathmandu,nepal,27.7172,85.324
2020-04-01,7.192841323558241,kathmandu,nepal,27.7172,85.324
2020-04-02,6.288387560440849,kathmandu,nepal,27.7172,85.324
2020-04-03,5.832521982180576,kathmandu,nepal,27.7172,85.324
2020-04-04,5.4705930524505675,kathmandu,nepal,27.7172,85.324
2020-04-05,5.865902504107605,kathmandu,nepal,27.7172,85.324
2020-04-06,6.872150988783687,kathmandu,nepal,27.7172,85.324
