date,PS,region_name,country,latitude,longitude
2020-01-01,820.9707259114583,quetta,pakistan,30.1798,66.975
2020-01-02,822.3655989583334,quetta,pakistan,30.1798,66.975
2020-01-03,822.5586100260416,quetta,pakistan,30.1798,66.975
2020-01-04,821.3157747395834,quetta,pakistan,30.1798,66.975
2020-01-05,818.9087337239583,quetta,pakistan,30.1798,66.975
2020-01-06,819.2537630208334,quetta,pakistan,30.1798,66.975
2020-01-07,820.207412109375,quetta,pakistan,30.1798,66.975
2020-01-08,820.79185546875,quetta,pakistan,30.1798,66.975
2020-01-09,821.3318326822917,quetta,pakistan,30.1798,66.975
2020-01-10,821.402099609375,quetta,pakistan,30.1798,66.975
2020-01-11,819.7372916666667,quetta,pakistan,30.1798,66.975
2020-01-12,815.7448958333333,quetta,pakistan,30.1798,66.975
2020-01-13,815.6120149739583,quetta,pakistan,30.1798,66.975
2020-01-14,817.875322265625,quetta,pakistan,30.1798,66.975
2020-01-15,820.2211393229167,quetta,pakistan,30.1798,66.975
2020-01-16,820.84650390625,quetta,pakistan,30.1798,66.975
2020-01-17,820.996298828125,quetta,pakistan,30.1798,66.975
2020-01-18,821.8676855468749,quetta,pakistan,30.1798,66.975
2020-01-19,821.3231608072916,quetta,pakistan,30.1798,66.975
2020-01-20,819.0262174479167,quetta,pakistan,30.1798,66.975
2020-01-21,821.2960286458333,quetta,pakistan,30.1798,66.975
2020-01-22,824.5112044270833,quetta,pakistan,30.1798,66.975
2020-01-23,823.3383007812499,quetta,pakistan,30.1798,66.975
2020-01-24,821.0973209635417,quetta,pakistan,30.1798,66.975
2020-01-25,821.052099609375,quetta,pakistan,30.1798,66.975
2020-01-26,817.9673014322916,quetta,pakistan,30.1798,66.975
2020-01-27,816.7943098958334,quetta,pakistan,30.1798,66.975
2020-01-28,817.377138671875,quetta,pakistan,30.1798,66.975
2020-01-29,820.3152799479167,quetta,pakistan,30.1798,66.975
2020-01-30,820.0380436197917,quetta,pakistan,30.1798,66.975
2020-01-31,819.5894856770833,quetta,pakistan,30.1798,66.975
2020-02-01,821.6472428385417,quetta,pakistan,30.1798,66.975
2020-02-02,822.0072981770833,quetta,pakistan,30.1798,66.975
2020-02-03,819.9680013020834,quetta,pakistan,30.1798,66.975
2020-02-04,820.6145149739583,quetta,pakistan,30.1798,66.975
2020-02-05,821.1412109375,quetta,pakistan,30.1798,66.975
2020-02-06,821.7647265625001,quetta,pakistan,30.1798,66.975
2020-02-07,823.329208984375,quetta,pakistan,30.1798,66.975
2020-02-08,824.4313899739583,quetta,pakistan,30.1798,66.975
2020-02-09,823.4491015625,quetta,pakistan,30.1798,66.975
2020-02-10,821.63380859375,quetta,pakistan,30.1798,66.975
2020-02-11,822.8511523437501,quetta,pakistan,30.1798,66.975
2020-02-12,823.5545214843751,quetta,pakistan,30.1798,66.975
2020-02-13,824.6866861979166,quetta,pakistan,30.1798,66.975
2020-02-14,823.030087890625,quetta,pakistan,30.1798,66.975
2020-02-15,823.9468229166667,quetta,pakistan,30.1798,66.975
2020-02-16,825.6739290364584,quetta,pakistan,30.1798,66.975
2020-02-17,825.6104622395833,quetta,pakistan,30.1798,66.975
2020-02-18,823.520224609375,quetta,pakistan,30.1798,66.975
2020-02-19,819.4907324218749,quetta,pakistan,30.1798,66.975
2020-02-20,821.0004720052084,quetta,pakistan,30.1798,66.975
2020-02-21,823.7635221354167,quetta,pakistan,30.1798,66.975
2020-02-22,825.2060188802084,quetta,pakistan,30.1798,66.975
2020-02-23,823.4770605468749,quetta,pakistan,30.1798,66.975
2020-02-24,822.6952571614584,quetta,pakistan,30.1798,66.975
2020-02-25,822.6902343749999,quetta,pakistan,30.1798,66.975
2020-02-26,821.9033105468749,quetta,pakistan,30.1798,66.975
2020-02-27,819.7162630208333,quetta,pakistan,30.1798,66.975
2020-02-28,819.1999055989583,quetta,pakistan,30.1798,66.975
2020-02-29,819.0919889322917,quetta,pakistan,30.1798,66.975
2020-03-01,820.6741666666667,quetta,pakistan,30.1798,66.975
2020-03-02,820.254482421875,quetta,pakistan,30.1798,66.975
2020-03-03,818.0062565104167,quetta,pakistan,30.1798,66.975
2020-03-04,816.0783040364582,quetta,pakistan,30.1798,66.975
2020-03-05,815.1420670572917,quetta,pakistan,30.1798,66.975
2020-03-06,816.6423600260417,quetta,pakistan,30.1798,66.975
2020-03-07,818.9711458333333,quetta,pakistan,30.1798,66.975
2020-03-08,820.6011197916667,quetta,pakistan,30.1798,66.975
2020-03-09,818.9094791666666,quetta,pakistan,30.1798,66.975
2020-03-10,816.6338313802083,quetta,pakistan,30.1798,66.975
2020-03-11,814.4547819010417,quetta,pakistan,30.1798,66.975
2020-03-12,816.9201009114582,quetta,pakistan,30.1798,66.975
2020-03-13,821.6029166666667,quetta,pakistan,30.1798,66.975
2020-03-14,822.2709928385417,quetta,pakistan,30.1798,66.975
2020-03-15,822.644921875,quetta,pakistan,30.1798,66.975
2020-03-16,822.7371386718751,quetta,pakistan,30.1798,66.975
2020-03-17,824.0672135416667,quetta,pakistan,30.1798,66.975
2020-03-18,823.2675390625,quetta,pakistan,30.1798,66.975
2020-03-19,819.9795930989584,quetta,pakistan,30.1798,66.975
2020-03-20,818.0789973958334,quetta,pakistan,30.1798,66.975
2020-03-21,820.6107063802083,quetta,pakistan,30.1798,66.975
2020-03-22,820.1797298177083,quetta,pakistan,30.1798,66.975
2020-03-23,818.11708984375,quetta,pakistan,30.1798,66.975
2020-03-24,817.1561979166667,quetta,pakistan,30.1798,66.975
2020-03-25,818.2749088541667,quetta,pakistan,30.1798,66.975
2020-03-26,819.7285286458333,quetta,pakistan,30.1798,66.975
2020-03-27,820.3930013020832,quetta,pakistan,30.1798,66.975
2020-03-28,821.7895996093749,quetta,pakistan,30.1798,66.975
2020-03-29,820.9318359375001,quetta,pakistan,30.1798,66.975
2020-03-30,819.1932747395834,quetta,pakistan,30.1798,66.975
2020-03-31,819.3624674479166,quetta,pakistan,30.1798,66.975
2020-04-01,821.8501595052084,quetta,pakistan,30.1798,66.975
2020-04-02,821.438818359375,quetta,pakistan,30.1798,66.975
2020-04-03,822.0378157552083,quetta,pakistan,30.1798,66.975
2020-04-04,821.6725065104166,quetta,pakistan,30.1798,66.975
2020-04-05,821.9540755208333,quetta,pakistan,30.1798,66.975
2020-04-06,821.2681510416666,quetta,pakistan,30.1798,66.975
2020-04-07,820.5084114583333,quetta,pakistan,30.1798,66.975
2020-04-08,821.2846126302084,quetta,pakistan,30.1798,66.975
2020-04-09,821.748359375,quetta,pakistan,30.1798,66.975
2020-04-10,823.7225032552083,quetta,pakistan,30.1798,66.975
2020-04-11,825.0137141927083,quetta,pakistan,30.1798,66.975
2020-04-12,823.2707259114583,quetta,pakistan,30.1798,66.975
2020-04-13,820.7702343750001,quetta,pakistan,30.1798,66.975
2020-04-14,820.9894303385416,quetta,pakistan,30.1798,66.975
2020-04-15,822.3501074218749,quetta,pakistan,30.1798,66.975
2020-04-16,819.7322558593751,quetta,pakistan,30.1798,66.975
2020-04-17,818.2359375,quetta,pakistan,30.1798,66.975
2020-04-18,820.3630794270833,quetta,pakistan,30.1798,66.975
2020-04-19,819.4273860677084,quetta,pakistan,30.1798,66.975
2020-04-20,820.4498470052084,quetta,pakistan,30.1798,66.975
2020-04-21,821.42771484375,quetta,pakistan,30.1798,66.975
2020-04-22,819.7733268229167,quetta,pakistan,30.1798,66.975
2020-04-23,818.4972884114583,quetta,pakistan,30.1798,66.975
2020-04-24,818.171005859375,quetta,pakistan,30.1798,66.975
2020-04-25,819.3154199218751,quetta,pakistan,30.1798,66.975
2020-04-26,820.585302734375,quetta,pakistan,30.1798,66.975
2020-04-27,820.95888671875,quetta,pakistan,30.1798,66.975
2020-04-28,821.4773209635417,quetta,pakistan,30.1798,66.975
2020-04-29,821.2156966145834,quetta,pakistan,30.1798,66.975
2020-04-30,821.5812500000001,quetta,pakistan,30.1798,66.975
2020-05-01,821.1035058593751,quetta,pakistan,30.1798,66.975
2020-05-02,819.1288834635417,quetta,pakistan,30.1798,66.975
2020-05-03,819.9015364583333,quetta,pakistan,30.1798,66.975
2020-05-04,821.2858463541667,quetta,pakistan,30.1798,66.975
2020-05-05,821.4133072916667,quetta,pakistan,30.1798,66.975
2020-05-06,820.0581217447916,quetta,pakistan,30.1798,66.975
2020-05-07,819.5563313802082,quetta,pakistan,30.1798,66.975
2020-05-08,818.8681705729167,quetta,pakistan,30.1798,66.975
2020-05-09,820.068134765625,quetta,pakistan,30.1798,66.975
2020-05-10,820.0265364583333,quetta,pakistan,30.1798,66.975
2020-05-11,819.7022395833333,quetta,pakistan,30.1798,66.975
2020-05-12,818.6897819010416,quetta,pakistan,30.1798,66.975
2020-05-13,817.152255859375,quetta,pakistan,30.1798,66.975
2020-05-14,819.1624348958334,quetta,pakistan,30.1798,66.975
2020-05-15,819.9183723958334,quetta,pakistan,30.1798,66.975
2020-05-16,819.2877604166666,quetta,pakistan,30.1798,66.975
2020-05-17,818.3018391927084,quetta,pakistan,30.1798,66.975
2020-05-18,817.7779361979166,quetta,pakistan,30.1798,66.975
2020-05-19,818.2468749999999,quetta,pakistan,30.1798,66.975
2020-05-20,818.291845703125,quetta,pakistan,30.1798,66.975
2020-05-21,818.6839420572916,quetta,pakistan,30.1798,66.975
2020-05-22,818.42931640625,quetta,pakistan,30.1798,66.975
2020-05-23,818.9130891927083,quetta,pakistan,30.1798,66.975
2020-05-24,820.0056217447917,quetta,pakistan,30.1798,66.975
2020-05-25,819.7765332031249,quetta,pakistan,30.1798,66.975
2020-05-26,818.9655143229166,quetta,pakistan,30.1798,66.975
2020-05-27,816.18763671875,quetta,pakistan,30.1798,66.975
2020-05-28,814.3784212239584,quetta,pakistan,30.1798,66.975
2020-05-29,815.3647428385417,quetta,pakistan,30.1798,66.975
2020-05-30,816.78873046875,quetta,pakistan,30.1798,66.975
2020-05-31,817.67951171875,quetta,pakistan,30.1798,66.975
2020-06-01,817.6003906249999,quetta,pakistan,30.1798,66.975
2020-06-02,816.4617513020834,quetta,pakistan,30.1798,66.975
2020-06-03,815.409521484375,quetta,pakistan,30.1798,66.975
2020-06-04,815.3653938802084,quetta,pakistan,30.1798,66.975
