datetime,PRECTOTCORR,region_name,country,latitude,longitude
2020-01-01 00:30:00,5.979591821692054e-13,kolkata,india,22.5726,88.3639
2020-01-01 01:30:00,1.2296377295290678e-15,kolkata,india,22.5726,88.3639
2020-01-01 02:30:00,1.0987304815968102e-13,kolkata,india,22.5726,88.3639
2020-01-01 03:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 04:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 05:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 06:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 07:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 08:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 09:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 10:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 11:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 12:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 13:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 14:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 15:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 16:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 17:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 18:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 19:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 20:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 21:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 22:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-01 23:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-02 00:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-02 01:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-02 02:30:00,0.0,kolkata,india,22.5726,88.3639
2020-01-02 03:30:00,9.687482815934345e-07,kolkata,india,22.5726,88.3639
2020-01-02 04:30:00,4.6759396354900673e-07,kolkata,india,22.5726,88.3639
2020-01-02 05:30:00,8.183405952877365e-07,kolkata,india,22.5726,88.3639
