PRECTOTCORR,lat,lon,datetime,region_name,country,latitude,longitude
0.0,23.0,72.5,2020-01-01 00:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 01:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 02:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 03:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 04:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 05:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 06:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 07:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 08:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 09:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 10:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 11:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 12:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 13:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 14:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 15:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 16:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 17:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 18:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 19:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 20:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 21:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 22:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-01 23:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 00:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 01:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 02:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 03:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 04:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 05:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 06:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 07:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 08:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 09:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 10:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 11:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 12:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 13:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 14:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 15:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 16:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 17:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 18:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 19:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 20:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 21:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 22:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-02 23:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-03 00:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-03 01:30:00,ahmedabad,india,23.0225,72.5714
0.0,23.0,72.5,2020-01-03 02:30:00,ahmedabad,india,23.0225,72.5714
5.3221810958348215e-06,23.0,72.5,2020-01-03 03:30:00,ahmedabad,india,23.0225,72.5714
1.4343726206789142e-08,23.0,72.5,2020-01-03 04:30:00,ahmedabad,india,23.0225,72.5714
6.52438103543318e-09,23.0,72.5,2020-01-03 05:30:00,ahmedabad,india,23.0225,72.5714
3.035172113641238e-09,23.0,72.5,2020-01-03 06:30:00,ahmedabad,india,23.0225,72.5714
1.5943246722827098e-09,23.0,72.5,2020-01-03 07:30:00,ahmedabad,india,23.0225,72.5714
1.1175060876666976e-09,23.0,72.5,2020-01-03 08:30:00,ahmedabad,india,23.0225,72.5714
6.786571304928657e-10,23.0,72.5,2020-01-03 09:30:00,ahmedabad,india,23.0225,72.5714
4.240607864858248e-10,23.0,72.5,2020-01-03 10:30:00,ahmedabad,india,23.0225,72.5714
2.907674101493285e-10,23.0,72.5,2020-01-03 11:30:00,ahmedabad,india,23.0225,72.5714
1.8510193378062922e-10,23.0,72.5,2020-01-03 12:30:00,ahmedabad,india,23.0225,72.5714
2.053357484044227e-10,23.0,72.5,2020-01-03 13:30:00,ahmedabad,india,23.0225,72.5714
6.149081244188892e-10,23.0,72.5,2020-01-03 14:30:00,ahmedabad,india,23.0225,72.5714
2.5918467372321174e-08,23.0,72.5,2020-01-03 15:30:00,ahmedabad,india,23.0225,72.5714
8.697043085703626e-08,23.0,72.5,2020-01-03 16:30:00,ahmedabad,india,23.0225,72.5714
1.2460432685656997e-08,23.0,72.5,2020-01-03 17:30:00,ahmedabad,india,23.0225,72.5714
3.2509994696283684e-09,23.0,72.5,2020-01-03 18:30:00,ahmedabad,india,23.0225,72.5714
5.146283399426466e-09,23.0,72.5,2020-01-03 19:30:00,ahmedabad,india,23.0225,72.5714
7.693046200074605e-09,23.0,72.5,2020-01-03 20:30:00,ahmedabad,india,23.0225,72.5714
